,,lower,upper,gi,gk,Energy [cm^-1],fij(l),fij(v),Aij(l),Aij(v),lower,upper,Upper -> lower,Reversed (R) or ok (O) ,Wavelength (NIST energies),Wavelength (MCDHF energies)
3d,5f,3d-3P1,5f-3D2,3,5,9087.11,0.21975,0.254787,2.42E+06,2.81E+06,Ar(3d[1/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(3d[1/2]1),O,920.1,1100.46
3d,5f,3d-3P1,5f-1D2,3,5,9110.72,0.087818,0.102539,9.74E+05,1.14E+06,Ar(3d[1/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(3d[1/2]1),O,918.27,1097.61
3d,5f,3d-3P1,5f-3F2,3,5,10553.09,0.01747,0.027329,2.60E+05,4.06E+05,Ar(3d[1/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(3d[1/2]1),O,811.73,947.59
3d,5f,3d-3D1,5f-3D2,3,5,7495.91,0.136077,0.107319,1.02E+06,8.04E+05,Ar(3d[3/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(3d[3/2]1),O,1171.14,1334.06
3d,5f,3d-3D1,5f-1D2,3,5,7519.52,0.312287,0.247975,2.36E+06,1.87E+06,Ar(3d[3/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(3d[3/2]1),O,1168.17,1329.87
3d,5f,3d-3D1,5f-3F2,3,5,8961.89,0.08209,0.092611,8.80E+05,9.92E+05,Ar(3d[3/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(3d[3/2]1),O,1001.03,1115.84
3d,5f,3d-1P1,5f-3D2,3,5,5938.12,0.108351,0.053633,5.10E+05,2.52E+05,Ar(3d'[3/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(3d'[3/2]1),O,1366.21,1684.04
3d,5f,3d-1P1,5f-1D2,3,5,5961.73,0.044819,0.022366,2.13E+05,1.06E+05,Ar(3d'[3/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(3d'[3/2]1),O,1362.16,1677.37
3d,5f,3d-1P1,5f-3F2,3,5,7404.1,0.449027,0.345774,3.28E+06,2.53E+06,Ar(3d'[3/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(3d'[3/2]1),O,1140.18,1350.61
3d,5f,3d-3P2,5f-3D1,5,3,8827.11,0.014051,0.015373,2.43E+05,2.66E+05,Ar(3d[3/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(3d[3/2]2),O,948.12,1132.87
3d,5f,3d-3F2,5f-3D1,5,3,8248.29,6.77E-03,6.48E-03,1.02E+05,9.80E+04,Ar(3d[5/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(3d[5/2]2),O,1079.9,1212.37
3d,5f,3d-1D2,5f-3D1,5,3,7047.75,7.33E-04,5.11E-04,8.09E+03,5.65E+03,Ar(3d'[5/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(3d'[5/2]2),O,1243.0,1418.89
3d,5f,3d-3D2,5f-3D1,5,3,6920.4,2.47E-04,1.66E-04,2.63E+04,1.77E+04,Ar(3d'[3/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(3d'[3/2]2),O,1268.89,1445.0
3d,5f,3d-3P2,5f-3D2,5,5,8827.51,0.128855,0.140971,1.34E+06,1.47E+06,Ar(3d[3/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(3d[3/2]2),O,948.09,1132.82
3d,5f,3d-3P2,5f-1D2,5,5,8851.12,0.035663,0.039241,3.73E+05,4.10E+05,Ar(3d[3/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(3d[3/2]2),O,946.15,1129.8
3d,5f,3d-3P2,5f-3F2,5,5,10293.5,5.16E-03,7.68E-03,7.30E+04,1.09E+05,Ar(3d[3/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(3d[3/2]2),O,833.44,971.49
3d,5f,3d-3F2,5f-3D2,5,5,8248.7,4.66E-04,4.43E-04,4.23E+03,4.02E+03,Ar(3d[5/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(3d[5/2]2),O,1079.86,1212.31
3d,5f,3d-3F2,5f-1D2,5,5,8272.31,0.127302,0.122369,1.16E+06,1.12E+06,Ar(3d[5/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(3d[5/2]2),O,1077.34,1208.85
3d,5f,3d-3F2,5f-3F2,5,5,9714.68,3.20E-03,4.24E-03,4.03E+04,5.34E+04,Ar(3d[5/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(3d[5/2]2),O,933.58,1029.37
3d,5f,3d-1D2,5f-3D2,5,5,7048.16,4.01E-05,2.79E-05,2.66E+02,1.85E+02,Ar(3d'[5/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(3d'[5/2]2),O,1242.94,1418.81
3d,5f,3d-1D2,5f-1D2,5,5,7071.77,0.014394,0.010112,9.60E+04,6.75E+04,Ar(3d'[5/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(3d'[5/2]2),O,1239.6,1414.07
3d,5f,3d-1D2,5f-3F2,5,5,8514.14,0.032909,0.033513,3.18E+05,3.24E+05,Ar(3d'[5/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(3d'[5/2]2),O,1053.03,1174.52
3d,5f,3d-3D2,5f-3D2,5,5,6920.81,0.022628,0.015216,1.45E+05,9.72E+04,Ar(3d'[3/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(3d'[3/2]2),O,1268.83,1444.92
3d,5f,3d-3D2,5f-1D2,5,5,6944.42,5.63E-03,3.81E-03,3.62E+04,2.45E+04,Ar(3d'[3/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(3d'[3/2]2),O,1265.34,1440.01
3d,5f,3d-3D2,5f-3F2,5,5,8386.79,0.050311,0.049686,4.72E+05,4.66E+05,Ar(3d'[3/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(3d'[3/2]2),O,1071.55,1192.35
3d,5f,3d-3P2,5f-3D3,5,7,8850.83,0.531356,0.584387,3.97E+06,4.36E+06,Ar(3d[3/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(3d[3/2]2),O,946.17,1129.84
3d,5f,3d-3P2,5f-3F4,5,9,8862.23,2.82E-06,2.82E-06,21.1101,21.0871,Ar(3d[3/2]2),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(3d[3/2]2),O,945.28,1128.38
3d,5f,3d-3P2,5f-3G3,5,7,10292.98,3.41E-08,6.04E-08,0.344044,0.610187,Ar(3d[3/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(3d[3/2]2),O,833.56,971.54
3d,5f,3d-3P2,5f-3F3,5,7,10293.17,0.072294,0.10753,7.30E+05,1.09E+06,Ar(3d[3/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(3d[3/2]2),O,833.45,971.52
3d,5f,3d-3F2,5f-3D3,5,7,8272.02,8.80E-03,8.45E-03,5.74E+04,5.51E+04,Ar(3d[5/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(3d[5/2]2),O,1077.36,1208.89
3d,5f,3d-3F2,5f-1F3,5,7,8283.42,0.643034,0.619708,4.20E+06,4.05E+06,Ar(3d[5/2]2),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(3d[5/2]2),O,1076.21,1207.23
3d,5f,3d-3F2,5f-3G3,5,7,9714.17,0.054509,0.072252,4.90E+05,6.50E+05,Ar(3d[5/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(3d[5/2]2),O,933.73,1029.42
3d,5f,3d-3F2,5f-3F3,5,7,9714.36,2.59E-04,3.42E-04,2.33E+03,3.08E+03,Ar(3d[5/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(3d[5/2]2),O,933.6,1029.4
3d,5f,3d-1D2,5f-3D3,5,7,7071.48,9.20E-04,6.45E-04,4.38E+03,3.07E+03,Ar(3d'[5/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(3d'[5/2]2),O,1239.63,1414.13
3d,5f,3d-1D2,5f-1F3,5,7,7082.88,0.063433,0.044695,3.03E+05,2.14E+05,Ar(3d'[5/2]2),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(3d'[5/2]2),O,1238.11,1411.86
3d,5f,3d-1D2,5f-3G3,5,7,8513.63,0.729204,0.742408,5.04E+06,5.13E+06,Ar(3d'[5/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(3d'[5/2]2),O,1053.22,1174.59
3d,5f,3d-1D2,5f-3F3,5,7,8513.82,2.77E-03,2.81E-03,1.91E+04,1.94E+04,Ar(3d'[5/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(3d'[5/2]2),O,1053.05,1174.56
3d,5f,3d-3D2,5f-3D3,5,7,6944.13,0.084212,0.057011,3.87E+05,2.62E+05,Ar(3d'[3/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(3d'[3/2]2),O,1265.38,1440.07
3d,5f,3d-3D2,5f-1F3,5,7,6955.53,7.41E-07,4.64E-07,3.41668,2.13847,Ar(3d'[3/2]2),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(3d'[3/2]2),O,1263.79,1437.7
3d,5f,3d-3D2,5f-3G3,5,7,8386.28,1.69E-05,1.71E-05,1.14E+02,1.15E+02,Ar(3d'[3/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(3d'[3/2]2),O,1071.75,1192.42
3d,5f,3d-3D2,5f-3F3,5,7,8386.47,0.698512,0.689695,4.68E+06,4.62E+06,Ar(3d'[3/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(3d'[3/2]2),O,1071.57,1192.4
3d,5f,3d-3F3,5f-3D2,7,5,8602.79,7.51E-04,7.81E-04,7.42E+03,7.71E+03,Ar(3d[7/2]3),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(3d[7/2]3),O,1034.55,1162.41
3d,5f,3d-3F3,5f-1D2,7,5,8626.4,9.09E-03,9.50E-03,9.02E+04,9.43E+04,Ar(3d[7/2]3),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(3d[7/2]3),O,1032.23,1159.23
3d,5f,3d-3F3,5f-3F2,7,5,10068.77,6.40E-05,9.11E-05,8.66E+02,1.23E+03,Ar(3d[7/2]3),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(3d[7/2]3),O,899.52,993.17
3d,5f,3d-1F3,5f-3D2,7,5,8141.46,0.010551,0.0098183,9.33E+04,8.68E+04,Ar(3d[5/2]3),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(3d[5/2]3),O,1114.85,1228.28
3d,5f,3d-1F3,5f-1D2,7,5,8165.07,5.21E-03,4.49E-03,4.64E+04,4.34E+04,Ar(3d[5/2]3),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(3d[5/2]3),O,1112.15,1224.73
3d,5f,3d-1F3,5f-3F2,7,5,9607.45,9.90E-05,1.28E-04,1.22E+03,1.58E+03,Ar(3d[5/2]3),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(3d[5/2]3),O,959.61,1040.86
3d,5f,3d-3D3,5f-3D2,7,5,6953.22,6.54E-04,4.44E-04,4.22E+03,2.86E+03,Ar(3d'[5/2]3),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(3d'[5/2]3),O,1271.54,1438.18
3d,5f,3d-3D3,5f-1D2,7,5,6976.83,9.70E-04,6.63E-04,6.30E+03,4.30E+03,Ar(3d'[5/2]3),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(3d'[5/2]3),O,1268.04,1433.32
3d,5f,3d-3D3,5f-3F2,7,5,8419.2,2.48E-03,2.47E-03,2.35E+04,2.34E+04,Ar(3d'[5/2]3),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(3d'[5/2]3),O,1073.48,1187.76
3d,5f,3d-3F3,5f-3D3,7,7,8626.11,8.46E-03,8.85E-03,6.00E+04,6.27E+04,Ar(3d[7/2]3),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(3d[7/2]3),O,1032.25,1159.27
3d,5f,3d-3F3,5f-1F3,7,7,8637.51,0.135101,0.141583,9.60E+06,1.01E+07,Ar(3d[7/2]3),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(3d[7/2]3),O,1031.2,1157.74
3d,5f,3d-3F3,5f-3G3,7,7,10068.26,5.14E-04,7.31E-04,4.96E+03,7.06E+03,Ar(3d[7/2]3),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(3d[7/2]3),O,899.66,993.22
3d,5f,3d-3F3,5f-3F3,7,7,10068.45,9.75E-04,1.39E-03,9.42E+03,1.34E+04,Ar(3d[7/2]3),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(3d[7/2]3),O,899.53,993.2
3d,5f,3d-1F3,5f-3D3,7,7,8164.78,0.182892,0.171161,1.16E+06,1.09E+06,Ar(3d[5/2]3),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(3d[5/2]3),O,1112.18,1224.77
3d,5f,3d-1F3,5f-1F3,7,7,8176.19,7.03E-03,6.59E-03,4.48E+04,4.20E+04,Ar(3d[5/2]3),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(3d[5/2]3),O,1110.95,1223.07
3d,5f,3d-1F3,5f-3G3,7,7,9606.94,1.15E-03,1.48E-03,1.01E+04,1.31E+04,Ar(3d[5/2]3),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(3d[5/2]3),O,959.77,1040.92
3d,5f,3d-1F3,5f-3F3,7,7,9607.12,2.10E-03,2.72E-03,1.84E+04,2.39E+04,Ar(3d[5/2]3),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(3d[5/2]3),O,959.63,1040.89
3d,5f,3d-3D3,5f-3D3,7,7,6976.54,0.011368,7.77E-03,5.27E+04,3.60E+04,Ar(3d'[5/2]3),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(3d'[5/2]3),O,1268.08,1433.38
3d,5f,3d-3D3,5f-1F3,7,7,6987.94,5.57E-03,3.82E-03,2.59E+04,1.78E+04,Ar(3d'[5/2]3),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(3d'[5/2]3),O,1266.48,1431.04
3d,5f,3d-3D3,5f-3G3,7,7,8418.69,0.038134,0.037943,2.58E+05,2.56E+05,Ar(3d'[5/2]3),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(3d'[5/2]3),O,1073.68,1187.83
3d,5f,3d-3D3,5f-3F3,7,7,8418.88,0.04984,0.049591,3.37E+05,3.35E+05,Ar(3d'[5/2]3),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(3d'[5/2]3),O,1073.51,1187.81
3d,5f,3d-3F3,5f-1G4,7,9,8613.74,0.943597,0.983425,5.19E+06,5.41E+06,Ar(3d[7/2]3),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(3d[7/2]3),O,1033.56,1160.94
3d,5f,3d-3F3,5f-3F4,7,9,8637.54,0.02986,0.031297,1.65E+05,1.73E+05,Ar(3d[7/2]3),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(3d[7/2]3),O,1031.19,1157.74
3d,5f,3d-3F3,5f-3G4,7,9,10068.35,0.017738,0.025243,1.33E+05,1.90E+05,Ar(3d[7/2]3),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(3d[7/2]3),O,899.66,993.21
3d,5f,3d-1F3,5f-1G4,7,9,8152.41,0.078923,0.073635,1.33E+05,1.90E+05,Ar(3d[5/2]3),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(3d[5/2]3),O,1113.69,1226.63
3d,5f,3d-1F3,5f-3F4,7,9,8176.22,0.889433,0.834711,4.41E+06,4.14E+06,Ar(3d[5/2]3),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(3d[5/2]3),O,1110.95,1223.06
3d,5f,3d-1F3,5f-3G4,7,9,9607.02,0.029366,0.038049,2.01E+05,2.60E+05,Ar(3d[5/2]3),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(3d[5/2]3),O,959.77,1040.91
3d,5f,3d-3D3,5f-1G4,7,9,6964.17,9.94E-03,6.77E-03,3.57E+04,2.43E+04,Ar(3d'[5/2]3),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(3d'[5/2]3),O,1270.04,1435.92
3d,5f,3d-3D3,5f-3F4,7,9,6987.97,0.044268,0.03035,1.60E+05,1.10E+05,Ar(3d'[5/2]3),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(3d'[5/2]3),O,1266.48,1431.03
3d,5f,3d-3D3,5f-3G4,7,9,8418.78,0.102619,0.102104,5.39E+05,5.36E+05,Ar(3d'[5/2]3),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(3d'[5/2]3),O,1073.68,1187.82
3d,5f,3d-3F4,5f-3D3,9,7,8798.97,7.39E-03,8.03E-03,5.45E+04,5.92E+04,Ar(3d[7/2]4),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(3d[7/2]4),O,1004.24,1136.5
3d,5f,3d-3F4,5f-1F3,9,7,8810.37,4.10E-03,4.47E-03,3.03E+04,3.30E+04,Ar(3d[7/2]4),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(3d[7/2]4),O,1003.24,1135.03
3d,5f,3d-3F4,5f-3G3,9,7,10241.12,3.29E-07,4.84E-07,3.2845,4.83603,Ar(3d[7/2]4),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(3d[7/2]4),O,878.31,976.46
3d,5f,3d-3F4,5f-3F3,9,7,10241.31,1.40E-06,2.06E-06,13.9806,20.5853,Ar(3d[7/2]4),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(3d[7/2]4),O,878.19,976.44
3d,5f,3d-3F4,5f-1G4,9,9,8786.6,0.029143,0.031587,1.67E+05,1.81E+05,Ar(3d[7/2]4),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(3d[7/2]4),O,1005.48,1138.1
3d,5f,3d-3F4,5f-3F4,9,9,8810.4,0.143068,0.155902,8.23E+05,8.97E+05,Ar(3d[7/2]4),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(3d[7/2]4),O,1003.24,1135.02
3d,5f,3d-3F4,5f-3G4,9,9,10241.21,1.15E-05,1.69E-05,89.4528,1.32E+02,Ar(3d[7/2]4),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(3d[7/2]4),O,878.31,976.45
3d,5f,3d-3F4,5f-3G5,9,11,8786.45,0.126585,0.137192,5.93E+05,6.42E+05,Ar(3d[7/2]4),Ar(5f[9/2]5),Ar(5f[9/2]5)->Ar(3d[7/2]4),O,1005.48,1138.12
4d,5f,4d-3P0,5f-3D1,1,3,3274.69,0.517425,0.675747,1.23E+06,1.61E+06,Ar(4d[1/2]0),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(4d[1/2]0),O,2395.86,3053.7
4d,5f,4d-3P1,5f-3D1,3,3,3183.98,0.497633,0.614294,1.12E+06,1.38E+06,Ar(4d[1/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(4d[1/2]1),O,2478.52,3140.69
4d,5f,4d-3D1,5f-3D1,3,3,2212.17,0.046388,0.027674,5.05E+04,3.01E+04,Ar(4d[3/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(4d[3/2]1),O,3523.24,4520.45
4d,5f,4d-1P1,5f-3D1,3,3,771.99,9.23E-04,6.69E-04,122.289,88.5995,Ar(4d'[3/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(4d'[3/2]1),O,5973.2,12953.7
4d,5f,4d-3P1,5f-3D2,3,5,3184.38,0.708711,0.874623,9.59E+05,1.18E+06,Ar(4d[1/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(4d[1/2]1),O,2478.31,3140.29
4d,5f,4d-3P1,5f-1D2,3,5,3208,0.355248,0.445439,4.88E+05,6.12E+05,Ar(4d[1/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(4d[1/2]1),O,2465.04,3117.18
4d,5f,4d-3P1,5f-3F2,3,5,4650.37,0.021671,0.057074,6.25E+04,1.65E+05,Ar(4d[1/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(4d[1/2]1),O,1822.81,2150.35
4d,5f,4d-3D1,5f-3D2,3,5,2212.57,0.736545,0.438577,4.81E+05,2.86E+05,Ar(4d[3/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(4d[3/2]1),O,3522.81,4519.61
4d,5f,4d-3D1,5f-1D2,3,5,2236.18,1.22293,0.744425,8.16E+05,4.97E+05,Ar(4d[3/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(4d[3/2]1),O,3496.07,4471.89
4d,5f,4d-3D1,5f-3F2,3,5,3678.56,0.166502,0.274388,3.01E+05,4.95E+05,Ar(4d[3/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(4d[3/2]1),O,2331.18,2718.46
4d,5f,4d-1P1,5f-3D2,3,5,772.39,0.63457,0.046056,5.05E+04,3.67E+03,Ar(4d'[3/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(4d'[3/2]1),O,5971.97,12946.83
4d,5f,4d-1P1,5f-1D2,3,5,796,0.270633,0.020868,2.29E+04,1.76E+03,Ar(4d'[3/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(4d'[3/2]1),O,5895.51,12562.81
4d,5f,4d-1P1,5f-3F2,3,5,2238.38,1.95219,1.1912,1.30E+06,7.96E+05,Ar(4d'[3/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(4d'[3/2]1),O,3199.47,4467.54
4d,5f,4d-3P2,5f-3D1,5,3,3024.15,0.053401,0.059441,1.09E+05,1.21E+05,Ar(4d[3/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(4d[3/2]2),O,2645.88,3306.69
4d,5f,4d-1D2,5f-3D1,5,3,2749.73,0.026138,0.024078,4.39E+04,4.05E+04,Ar(4d'[5/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(4d'[5/2]2),O,4837.82,3636.69
4d,5f,4d-3F2,5f-3D1,5,3,1485.86,9.52E-04,2.56E-04,4.67E+02,1.26E+02,Ar(4d[5/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(4d[5/2]2),O,3085.24,6730.02
4d,5f,4d-3D2,5f-3D1,5,3,1443.72,4.98E-04,1.26E-04,2.31E+03,5.85E+02,Ar(4d'[3/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(4d'[3/2]2),O,4795.76,6926.5
4d,5f,4d-3P2,5f-3D2,5,5,3024.55,0.489832,0.545238,5.98E+05,6.65E+05,Ar(4d[3/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(4d[3/2]2),O,2645.64,3306.24
4d,5f,4d-3P2,5f-1D2,5,5,3048.16,0.134021,0.151623,1.66E+05,1.88E+05,Ar(4d[3/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(4d[3/2]2),O,2630.53,3280.64
4d,5f,4d-3P2,5f-3F2,5,5,4490.54,4.72E-03,1.16E-02,1.27E+04,3.12E+04,Ar(4d[3/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(4d[3/2]2),O,1911.74,2226.89
4d,5f,4d-1D2,5f-3D2,5,5,2750.13,1.72E-03,1.57E-03,1.73E+03,1.59E+03,Ar(4d'[5/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(4d'[5/2]2),O,4837.01,3636.15
4d,5f,4d-1D2,5f-1D2,5,5,2773.74,0.488528,0.457758,5.01E+05,4.70E+05,Ar(4d'[5/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(4d'[5/2]2),O,4786.73,3605.2
4d,5f,4d-1D2,5f-3F2,5,5,4216.11,2.38E-03,5.15E-03,5.64E+03,1.22E+04,Ar(4d'[5/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(4d'[5/2]2),O,2842.19,2371.84
4d,5f,4d-3F2,5f-3D2,5,5,1486.26,3.29E-05,8.77E-06,9.69027,2.58367,Ar(4d[5/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(4d[5/2]2),O,3084.92,6728.16
4d,5f,4d-3F2,5f-1D2,5,5,1509.87,0.019205,5.33E-03,5.84E+03,1.62E+03,Ar(4d[5/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(4d[5/2]2),O,3064.39,6622.96
4d,5f,4d-3F2,5f-3F2,5,5,2952.25,0.121334,0.128818,1.41E+05,1.50E+05,Ar(4d[5/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(4d[5/2]2),O,2131.01,3387.22
4d,5f,4d-3D2,5f-3D2,5,5,1444.12,0.045741,0.011607,1.27E+04,3.23E+03,Ar(4d'[3/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(4d'[3/2]2),O,4794.97,6924.54
4d,5f,4d-3D2,5f-1D2,5,5,1467.73,0.010317,2.71E-03,2.97E+03,7.78E+02,Ar(4d'[3/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(4d'[3/2]2),O,4745.55,6813.15
4d,5f,4d-3D2,5f-3F2,5,5,2910.11,0.189556,0.195348,2.14E+05,2.21E+05,Ar(4d'[3/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(4d'[3/2]2),O,2827.62,3436.28
4d,5f,4d-3P2,5f-3D3,5,7,3047.87,1.99942,2.25997,1.77E+06,2.00E+06,Ar(4d[3/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(4d[3/2]2),O,2630.69,3280.95
4d,5f,4d-3P2,5f-3F4,5,9,3059.27,1.37E-05,1.34E-05,12.236,11.9681,Ar(4d[3/2]2),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(4d[3/2]2),O,2623.82,3268.69
4d,5f,4d-3P2,5f-3G3,5,7,4490.02,1.16E-07,3.37E-07,0.222878,0.646601,Ar(4d[3/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(4d[3/2]2),O,1912.39,2227.15
4d,5f,4d-3P2,5f-3F3,5,7,4490.21,0.066072,0.162078,1.27E+05,3.11E+05,Ar(4d[3/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(4d[3/2]2),O,1911.83,2227.05
4d,5f,4d-1D2,5f-3D3,5,7,2773.45,0.033142,0.030948,2.43E+04,2.27E+04,Ar(4d'[5/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(4d'[5/2]2),O,4787.24,3605.58
4d,5f,4d-1D2,5f-1F3,5,7,2784.85,2.44356,2.30757,1.81E+06,1.71E+06,Ar(4d'[5/2]2),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(4d'[5/2]2),O,4764.61,3590.82
4d,5f,4d-1D2,5f-3G3,5,7,4215.6,0.031091,0.067289,5.27E+04,1.14E+05,Ar(4d'[5/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(4d'[5/2]2),O,2843.61,2372.12
